Item Status,Item,Cert Number,Grade Issuer,Grade,Autograph Grade,Year,Set,Card Number,Subject,Variety,Serial,Category,My Cost,PSA Estimate,Gain/Loss,My Value,Date Acquired,Source,My Notes,Vault Status,Vaulted Date,Days Vaulted,Listing Status,Listing Date,Listing Price,Sold Status,Sold On,Sold Date,Sold Price,Sold Fees,Sold Proceeds,Payment Date
Active,2024 PANINI CAITLIN CLARK COLLECTION ON CAMPUS #CCH CAITLIN CLARK HY-VEE EXCLUSIVE,100302910,PSA,9,-,2024,PANINI CAITLIN CLARK COLLECTION ON CAMPUS,CCH,CAITLIN CLARK,HY-VEE EXCLUSIVE,-,-,260,305.63,45.629999999999995,-,03/30/2025,eBay,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2016 PANINI COURT KINGS #107 JAMAL MURRAY,106909521,PSA,8,-,2016,PANINI COURT KINGS,107,JAMAL MURRAY,-,-,-,25,44.18,19.18,-,04/06/2025,eBay,includes grading ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2022 PANINI OBSIDIAN #165 CHRISTIAN BRAUN ELECTRIC ETCH WHITE PULSAR,106909518,PSA,10,-,2022,PANINI OBSIDIAN,165,CHRISTIAN BRAUN,ELECTRIC ETCH WHITE PULSAR,-,-,25,140.13,115.13,-,04/06/2025,eBay,includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2022 PANINI OBSIDIAN #67 JAMAL MURRAY ELECTRIC ETCH WHITE PULSAR,106909520,PSA,9,-,2022,PANINI OBSIDIAN,67,JAMAL MURRAY,ELECTRIC ETCH WHITE PULSAR,-,-,53,-,-,-,04/06/2025,eBay,includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2022 PANINI OBSIDIAN #94 AARON GORDON ELECTRIC ETCH WHITE PULSAR,106909519,PSA,8,-,2022,PANINI OBSIDIAN,94,AARON GORDON,ELECTRIC ETCH WHITE PULSAR,-,-,25,-,-,-,04/06/2025,eBay,includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI CAITLIN CLARK COLLECTION RAZZLE DAZZLE #RD2 CAITLIN CLARK,106909536,PSA,10,-,2024,PANINI CAITLIN CLARK COLLECTION RAZZLE DAZZLE,RD2,CAITLIN CLARK,-,-,-,18,88.3,70.3,-,04/06/2025,-,includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI SELECT WNBA SNAPSHOTS #12 CAITLIN CLARK,106909537,PSA,10,-,2024,PANINI SELECT WNBA SNAPSHOTS,12,CAITLIN CLARK,-,-,-,20,83.25,63.25,-,03/14/2025,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2023 PANINI HAUNTED HOOPS #32 JAMAL MURRAY HOLO CANDY,106909524,PSA,10,-,2023,PANINI HAUNTED HOOPS,32,JAMAL MURRAY,HOLO CANDY,-,-,30,-,-,-,03/14/2025,eBay,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI CAITLIN CLARK COLLECTION FEARLESS #F2 CAITLIN CLARK,106909539,PSA,10,-,2024,PANINI CAITLIN CLARK COLLECTION FEARLESS,F2,CAITLIN CLARK,-,-,-,20,69.52,49.519999999999996,-,03/14/2025,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2023 PANINI HAUNTED HOOPS #1 NIKOLA JOKIC HOLO CANDY,106909525,PSA,10,-,2023,PANINI HAUNTED HOOPS,1,NIKOLA JOKIC,HOLO CANDY,-,-,30,71.7,41.7,-,03/14/2025,eBay,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2016 PANINI DONRUSS #157 JAMAL MURRAY,106909526,PSA,10,-,2016,PANINI DONRUSS,157,JAMAL MURRAY,-,-,-,25,23.86,-1.1400000000000006,-,03/14/2025,Card show,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2018 PANINI SELECT #105 JAMAL MURRAY TRI-COLOR PRIZM,106909527,PSA,10,-,2018,PANINI SELECT,105,JAMAL MURRAY,TRI-COLOR PRIZM,-,-,30,-,-,-,03/14/2025,eBay,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI CAITLIN CLARK COLLECTION COLLEGE CONTENDERS #CC1 CAITLIN CLARK POINTED STARS 235/299,106909540,PSA,10,-,2024,PANINI CAITLIN CLARK COLLECTION COLLEGE CONTENDERS,CC1,CAITLIN CLARK,POINTED STARS,235/299,-,20,166.69,146.69,-,03/14/2025,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2023 PANINI PRIZM MONOPOLY #3 JAMAL MURRAY GOLD MILLIONAIRE SHIMMER 116/500,106909517,PSA,9,-,2023,PANINI PRIZM MONOPOLY,3,JAMAL MURRAY,GOLD MILLIONAIRE SHIMMER,116/500,-,25,13.39,-11.61,-,03/14/2025,eBay,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI SELECT WNBA #191 CAMERON BRINK,106909530,PSA,10,-,2024,PANINI SELECT WNBA,191,CAMERON BRINK,-,-,-,20,37.7,17.700000000000003,-,03/14/2025,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2023 PANINI MOSAIC NBA IN-SEASON TOURNAMENT #12 NIKOLA JOKIC,106909529,PSA,10,-,2023,PANINI MOSAIC NBA IN-SEASON TOURNAMENT,12,NIKOLA JOKIC,-,-,-,35,48.8,13.799999999999997,-,03/14/2025,Break,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2022 PANINI FLUX #65 JAMAL MURRAY BLUE CRACKED ICE 7/25,106909528,PSA,10,-,2022,PANINI FLUX,65,JAMAL MURRAY,BLUE CRACKED ICE,7/25,-,25,-,-,-,03/14/2025,eBay,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2016 PANINI ABSOLUTE #166 JAMAL MURRAY 750/999,106909523,PSA,10,-,2016,PANINI ABSOLUTE,166,JAMAL MURRAY,-,750/999,-,30,111.91,81.91,-,03/14/2025,eBay,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2023 PANINI MOSAIC RAZZLE DAZZLE #3 NIKOLA JOKIC,106909522,PSA,10,-,2023,PANINI MOSAIC RAZZLE DAZZLE,3,NIKOLA JOKIC,-,-,-,50,77.12,27.120000000000005,-,03/14/2025,eBay,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI SELECT WNBA SELECT FUTURE #7 CAMERON BRINK FLASH,106909535,PSA,10,-,2024,PANINI SELECT WNBA SELECT FUTURE,7,CAMERON BRINK,FLASH,-,-,20,57.11,37.11,-,03/14/2025,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI SELECT WNBA #5 ANGEL REESE PINK ICE,106909534,PSA,10,-,2024,PANINI SELECT WNBA,5,ANGEL REESE,PINK ICE,-,-,20,40.89,20.89,-,03/14/2025,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI SELECT WNBA #72 CAITLIN CLARK,106909532,PSA,10,-,2024,PANINI SELECT WNBA,72,CAITLIN CLARK,-,-,-,20,89.93,69.93,-,03/14/2025,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2016 PANINI REVOLUTION #130 JAMAL MURRAY FRACTAL,55231128,PSA,9,-,2016,PANINI REVOLUTION,130,JAMAL MURRAY,FRACTAL,-,-,20,13.91,-6.09,-,04/19/2025,Card show,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2016 PANINI REVOLUTION #130 JAMAL MURRAY COSMIC,55231142,PSA,8,-,2016,PANINI REVOLUTION,130,JAMAL MURRAY,COSMIC,-,-,25,26.78,1.7800000000000011,-,04/19/2025,Card show,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2016 PANINI REVOLUTION #130 JAMAL MURRAY,41786540,PSA,10,-,2016,PANINI REVOLUTION,130,JAMAL MURRAY,-,-,-,28,52,24,-,04/19/2025,Card show,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2016 PANINI EXCALIBUR CRUSADE #97 JAMAL MURRAY CAMO,55231105,PSA,10,-,2016,PANINI EXCALIBUR CRUSADE,97,JAMAL MURRAY,CAMO,-,-,28,78.49,50.489999999999995,-,04/19/2025,Card show,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2016 PANINI COURT KINGS PORTRAITS #7 JAMAL MURRAY ROOKIE-RUBY,57933206,PSA,8,-,2016,PANINI COURT KINGS PORTRAITS,7,JAMAL MURRAY,ROOKIE-RUBY,-,-,24,-,-,-,04/19/2025,Card show,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2021 PANINI MOSAIC #56 AARON GORDON GENESIS,78300771,PSA,10,-,2021,PANINI MOSAIC,56,AARON GORDON,GENESIS,-,-,30,-,-,-,04/19/2025,Card show,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2023 PANINI HOOPS PREMIUM STOCK TROPHY CASE #9 NIKOLA JOKIC,108806508,PSA,8,-,2023,PANINI HOOPS PREMIUM STOCK TROPHY CASE,9,NIKOLA JOKIC,-,-,-,20,28.8,8.8,-,05/08/2025,eBay,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2023 PANINI HOOPS PREMIUM STOCK SHEESH #10 NIKOLA JOKIC RED SEISMIC PRIZM 91/199,110092578,PSA,10,-,2023,PANINI HOOPS PREMIUM STOCK SHEESH,10,NIKOLA JOKIC,RED SEISMIC PRIZM,91/199,-,54,48.31,-5.689999999999998,-,05/08/2025,eBay,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI SELECT WNBA #72 CAITLIN CLARK SILVER PRIZM,109009022,PSA,10,-,2024,PANINI SELECT WNBA,72,CAITLIN CLARK,SILVER PRIZM,-,-,300,306.43,6.430000000000007,-,05/14/2025,eBay,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI INSTANT WNBA #171 CAITLIN CLARK WHITE TIGER 4/5,98168082,PSA,10,-,2024,PANINI INSTANT WNBA,171,CAITLIN CLARK,WHITE TIGER,4/5,-,375,434.38,59.379999999999995,-,06/16/2025,eBay,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM DRAFT PICKS SIGNING DAY #SDCAI CAITLIN CLARK RED SCOPE 49/88,115027095,PSA,10,10,2024,PANINI PRIZM DRAFT PICKS SIGNING DAY,SDCAI,CAITLIN CLARK,RED SCOPE,49/88,-,220,-,-,-,06/27/2025,Other auction / marketplace,pulled this card as a redemption. $220 for grading and shipping ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2022 PANINI OBSIDIAN ROOKIE JERSEY INK #RJIDPW PEYTON WATSON 13/99,105415515,PSA,8,8,2022,PANINI OBSIDIAN ROOKIE JERSEY INK,RJIDPW,PEYTON WATSON,-,13/99,-,25,19.49,-5.510000000000002,-,07/05/2025,eBay,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2020 PANINI FLUX #43 NIKOLA JOKIC PULSAR,112485915,PSA,10,-,2020,PANINI FLUX,43,NIKOLA JOKIC,PULSAR,-,-,27,57.9,30.9,-,07/28/2025,eBay,includes shipping ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI COURT KINGS ARTISTRY IN MOTION #2 NIKOLA JOKIC BURGUNDY 101/125,120961528,PSA,9,-,2024,PANINI COURT KINGS ARTISTRY IN MOTION,2,NIKOLA JOKIC,BURGUNDY,101/125,-,50,-,-,-,09/09/2025,eBay,127026094309,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI CAITLIN CLARK COLLECTION ON CAMPUS #CCT1 CAITLIN CLARK TARGET EXCLUSIVE,120961549,PSA,9,-,2024,PANINI CAITLIN CLARK COLLECTION ON CAMPUS,CCT1,CAITLIN CLARK,TARGET EXCLUSIVE,-,-,213,308.08,95.07999999999998,-,09/09/2025,eBay,includes $23 for grading ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 BOWMAN UNIVERSITY BEST PROSPECT DUAL RELIC AUTOGRAPHS #PDRASS SARAH STRONG,120961552,PSA,8,-,2024,BOWMAN UNIVERSITY BEST PROSPECT DUAL RELIC AUTOGRAPHS,PDRASS,SARAH STRONG,-,-,-,35,-,-,-,09/09/2025,Other,includes $23 for grading ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM MONOPOLY MILLIONAIRE WHITE #W11 NIKOLA JOKIC,120961533,PSA,9,-,2024,PANINI PRIZM MONOPOLY MILLIONAIRE WHITE,W11,NIKOLA JOKIC,-,-,-,250,-,-,-,09/09/2025,eBay,includes $23 for grading ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI CAITLIN CLARK COLLECTION DONRUSS #12 CAITLIN CLARK FLOATING HEARTS 5/199,120961544,PSA,8,-,2024,PANINI CAITLIN CLARK COLLECTION DONRUSS,12,CAITLIN CLARK,FLOATING HEARTS,5/199,-,33,27.24,-5.760000000000002,-,09/09/2025,eBay,includes $23 for grading ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM #168 AARON GORDON SNAKESKIN PRIZM,120961536,PSA,9,-,2024,PANINI PRIZM,168,AARON GORDON,SNAKESKIN PRIZM,-,-,52,-,-,-,09/09/2025,eBay,includes $23 for grading ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI CAITLIN CLARK COLLECTION HIGHLIGHTS #H5 CAITLIN CLARK FLOATING HEARTS 13/199,120961541,PSA,8.5,-,2024,PANINI CAITLIN CLARK COLLECTION HIGHLIGHTS,H5,CAITLIN CLARK,FLOATING HEARTS,13/199,-,33,-,-,-,09/09/2025,eBay,includes $23 for grading ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM MONOPOLY MILLIONAIRE WHITE #W6 BRANDON MILLER,120961534,PSA,9,-,2024,PANINI PRIZM MONOPOLY MILLIONAIRE WHITE,W6,BRANDON MILLER,-,-,-,24,-,-,-,09/09/2025,-,includes $23 for grading ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI CAITLIN CLARK COLLECTION HIGHLIGHTS #H4 CAITLIN CLARK FLOATING HEARTS  199/199,120961543,PSA,8,-,2024,PANINI CAITLIN CLARK COLLECTION HIGHLIGHTS,H4,CAITLIN CLARK,FLOATING HEARTS ,199/199,-,33,25.98,-7.02,-,09/09/2025,-,includes $23 for grading ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI CAITLIN CLARK COLLECTION DONRUSS #16 CAITLIN CLARK PINK 15/50,120961546,PSA,10,-,2024,PANINI CAITLIN CLARK COLLECTION DONRUSS,16,CAITLIN CLARK,PINK,15/50,-,33,-,-,-,09/09/2025,eBay,includes $23 for grading ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2020 PANINI ONE AND ONE DOWNTOWN #13 JAMAL MURRAY,120961537,PSA,4,-,2020,PANINI ONE AND ONE DOWNTOWN,13,JAMAL MURRAY,-,-,-,340,-,-,-,09/09/2025,-,includes $23 for grading ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2023 PANINI IMMACULATE COLLECTION IMMACULATE DUAL MEMORABILIA #IDMDEN JAMAL MURRAY/NIKOLA JOKIC 16/99,120961527,PSA,8.5,-,2023,PANINI IMMACULATE COLLECTION IMMACULATE DUAL MEMORABILIA,IDMDEN,JAMAL MURRAY/NIKOLA JOKIC,-,16/99,-,74,-,-,-,09/09/2025,eBay,includes $23 for grading ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI CAITLIN CLARK COLLECTION HIGHLIGHTS #H14 CAITLIN CLARK POINTED STARS 12/299,120961545,PSA,9,-,2024,PANINI CAITLIN CLARK COLLECTION HIGHLIGHTS,H14,CAITLIN CLARK,POINTED STARS,12/299,-,33,44.26,11.259999999999998,-,09/09/2025,-,includes $23 for grading ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM #168 AARON GORDON CHERRY BLOSSOM CHOICE 19/20,120961535,PSA,9,-,2024,PANINI PRIZM,168,AARON GORDON,CHERRY BLOSSOM CHOICE,19/20,-,90,-,-,-,09/09/2025,-,includes $23 for grading ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI CAITLIN CLARK COLLECTION HIGHLIGHTS #H1 CAITLIN CLARK GOLD 2/99,120961547,PSA,8,-,2024,PANINI CAITLIN CLARK COLLECTION HIGHLIGHTS,H1,CAITLIN CLARK,GOLD,2/99,-,33,61.64,28.64,-,09/09/2025,eBay,includes $23 for grading ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2021 PANINI SELECT SELECT NUMBERS #8 JAMAL MURRAY GOLD PRIZM 3/10,120961538,PSA,8,-,2021,PANINI SELECT SELECT NUMBERS,8,JAMAL MURRAY,GOLD PRIZM,3/10,-,43,-,-,-,09/09/2025,Other,includes $23 for grading ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2022 PANINI COURT KINGS #173 CHRISTIAN BRAUN,120961532,PSA,8,-,2022,PANINI COURT KINGS,173,CHRISTIAN BRAUN,-,-,-,130,57.29,-72.71000000000001,-,09/09/2025,eBay,includes $23 for grading ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI CAITLIN CLARK COLLECTION HIGHLIGHTS #H2 CAITLIN CLARK FLOATING HEARTS 2/199,120961542,PSA,9,-,2024,PANINI CAITLIN CLARK COLLECTION HIGHLIGHTS,H2,CAITLIN CLARK,FLOATING HEARTS,2/199,-,33,29.41,-3.59,-,09/09/2025,eBay,includes $23 for grading ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI CAITLIN CLARK COLLECTION ON CAMPUS #CCT2 CAITLIN CLARK TARGET EXCLUSIVE,120961550,PSA,9,-,2024,PANINI CAITLIN CLARK COLLECTION ON CAMPUS,CCT2,CAITLIN CLARK,TARGET EXCLUSIVE,-,-,223,464.77,241.76999999999998,-,09/09/2025,eBay,includes $23 for grading ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI CAITLIN CLARK COLLECTION ON CAMPUS #OCCC CAITLIN CLARK EXCLUSIVE,120961551,PSA,9,-,2024,PANINI CAITLIN CLARK COLLECTION ON CAMPUS,OCCC,CAITLIN CLARK,EXCLUSIVE,-,-,305,332.71,27.70999999999998,-,09/09/2025,eBay,includes $23 for grading ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM WNBA GROOVY #13 CAITLIN CLARK,120961548,PSA,8,-,2024,PANINI PRIZM WNBA GROOVY,13,CAITLIN CLARK,-,-,-,48,-,-,-,09/09/2025,eBay,includes $23 for grading ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI NBA HOOPS PRESENTATIONS #8 NIKOLA JOKIC,120961531,PSA,10,-,2024,PANINI NBA HOOPS PRESENTATIONS,8,NIKOLA JOKIC,-,-,-,71,-,-,-,09/09/2025,eBay,includes $23 for grading ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2023 PANINI HOOPS PREMIUM STOCK SHEESH #10 NIKOLA JOKIC BLUE ICE PRIZM 85/99,120961530,PSA,10,-,2023,PANINI HOOPS PREMIUM STOCK SHEESH,10,NIKOLA JOKIC,BLUE ICE PRIZM,85/99,-,39,82.16,43.16,-,09/09/2025,eBay,includes $23 for grading ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2022 PANINI OBSIDIAN #111 NIKOLA JOKIC ELECTRIC ETCH WHITE PULSAR,120961529,PSA,8.5,-,2022,PANINI OBSIDIAN,111,NIKOLA JOKIC,ELECTRIC ETCH WHITE PULSAR,-,-,85,-,-,-,09/09/2025,eBay,includes $23 for grading ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI COURT KINGS #48 JAMAL MURRAY GOLD 3/10,120961539,PSA,9,-,2024,PANINI COURT KINGS,48,JAMAL MURRAY,GOLD,3/10,-,38,-,-,-,09/09/2025,eBay,includes $23 for grading ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2021 PANINI THE NATIONAL CASE BREAKER #CB19 NIKOLA JOKIC 188/199,91687455,PSA,10,-,2021,PANINI THE NATIONAL CASE BREAKER,CB19,NIKOLA JOKIC,-,188/199,-,72,72.75,0.75,-,09/29/2025,eBay,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2019 PANINI DONRUSS NET MARVELS #1 NIKOLA JOKIC,51360165,PSA,9,-,2019,PANINI DONRUSS NET MARVELS,1,NIKOLA JOKIC,-,-,-,20,37.96,17.96,-,10/10/2025,eBay,includes shipping ,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI CAITLIN CLARK COLLECTION COLLEGE CONTENDERS #CC4 CAITLIN CLARK PANINI,132272765,PSA,8,-,2024,PANINI CAITLIN CLARK COLLECTION COLLEGE CONTENDERS,CC4,CAITLIN CLARK,PANINI,-,-,-,20.73,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI BLACK FRIDAY COLLEGE AND PROSPECTS #CC CAITLIN CLARK,132272778,PSA,9,-,2024,PANINI BLACK FRIDAY COLLEGE AND PROSPECTS,CC,CAITLIN CLARK,-,-,-,-,21.91,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2023 PANINI MOSAIC #128 AARON GORDON BLACK GOLD CHOICE 8/8,132272792,PSA,8,-,2023,PANINI MOSAIC,128,AARON GORDON,BLACK GOLD CHOICE,8/8,-,-,-,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI CAITLIN CLARK COLLECTION DONRUSS #19 CAITLIN CLARK PANINI,132272764,PSA,8,-,2024,PANINI CAITLIN CLARK COLLECTION DONRUSS,19,CAITLIN CLARK,PANINI,-,-,-,21.74,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM DRAFT PICKS NEW RECRUITS #14 CAITLIN CLARK,132272759,PSA,10,-,2024,PANINI PRIZM DRAFT PICKS NEW RECRUITS,14,CAITLIN CLARK,-,-,-,-,-,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI BLACK FRIDAY ROOKIES #RC17 CAITLIN CLARK,132272779,PSA,8,-,2024,PANINI BLACK FRIDAY ROOKIES,RC17,CAITLIN CLARK,-,-,-,-,53.82,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM DRAFT PICKS RATED PROSPECT #2 PAIGE BUECKERS HYPER PRIZM,132272784,PSA,10,-,2024,PANINI PRIZM DRAFT PICKS RATED PROSPECT,2,PAIGE BUECKERS,HYPER PRIZM,-,-,-,-,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI INSTANT WNBA ROOKIE OF THE YEAR #A CAITLIN CLARK,132272749,PSA,9,-,2024,PANINI INSTANT WNBA ROOKIE OF THE YEAR,A,CAITLIN CLARK,-,-,-,31,25.01,-5.989999999999998,-,12/12/2025,eBay,includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM DRAFT PICKS RATED PROSPECT #2 PAIGE BUECKERS PURPLE WAVE,132272783,PSA,9,-,2024,PANINI PRIZM DRAFT PICKS RATED PROSPECT,2,PAIGE BUECKERS,PURPLE WAVE,-,-,-,-,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI CAITLIN CLARK COLLECTION COLLEGE CONTENDERS #CC1 CAITLIN CLARK POINTED STARS 184/299,132272771,PSA,8,-,2024,PANINI CAITLIN CLARK COLLECTION COLLEGE CONTENDERS,CC1,CAITLIN CLARK,POINTED STARS,184/299,-,-,31.71,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI CAITLIN CLARK COLLECTION ARTISTIC SELECTION #AS1 CAITLIN CLARK,132272772,PSA,8,-,2024,PANINI CAITLIN CLARK COLLECTION ARTISTIC SELECTION,AS1,CAITLIN CLARK,-,-,-,-,15.72,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM MONOPOLY WNBA #65 CAITLIN CLARK,132272760,PSA,9,-,2024,PANINI PRIZM MONOPOLY WNBA,65,CAITLIN CLARK,-,-,-,-,29.14,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI INSTANT WNBA #171 CAITLIN CLARK,132272750,PSA,10,-,2024,PANINI INSTANT WNBA,171,CAITLIN CLARK,-,-,-,-,65,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI SELECT WNBA #5 ANGEL REESE PINK ICE,132272788,PSA,10,-,2024,PANINI SELECT WNBA,5,ANGEL REESE,PINK ICE,-,-,23,40.89,17.89,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM DRAFT PICKS CAMPUS LEGENDS #5 CAITLIN CLARK,132272755,PSA,8,-,2024,PANINI PRIZM DRAFT PICKS CAMPUS LEGENDS,5,CAITLIN CLARK,-,-,-,-,11.8,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM DRAFT PICKS CAMPUS LEGENDS #5 CAITLIN CLARK RED ICE,132272756,PSA,10,-,2024,PANINI PRIZM DRAFT PICKS CAMPUS LEGENDS,5,CAITLIN CLARK,RED ICE,-,-,-,-,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM MONOPOLY WNBA INSERT #16 ANGEL REESE FREE PARKING,132272787,PSA,9,-,2024,PANINI PRIZM MONOPOLY WNBA INSERT,16,ANGEL REESE,FREE PARKING,-,-,-,-,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI CAITLIN CLARK COLLECTION REIGNING 3'S #R2 CAITLIN CLARK VORTEX 92/399,132272767,PSA,8,-,2024,PANINI CAITLIN CLARK COLLECTION REIGNING 3'S,R2,CAITLIN CLARK,VORTEX,92/399,-,-,36.65,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2022 BOWMAN UNIVERSITY INCEPTION #68 CAITLIN CLARK,132272776,PSA,10,-,2022,BOWMAN UNIVERSITY INCEPTION,68,CAITLIN CLARK,-,-,-,40,101.99,61.989999999999995,-,12/12/2025,-,includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2016 PANINI CONTENDERS DRAFT PICKS #103 JAMAL MURRAY VARIATION-AUTOGRAPH-CRACKED ICE TICKET 21/23,132272795,PSA,8,-,2016,PANINI CONTENDERS DRAFT PICKS,103,JAMAL MURRAY,VARIATION-AUTOGRAPH-CRACKED ICE TICKET,21/23,-,-,251.1,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
